user,text
guobaobao8,@JoeBiden @BarackObama Two looser
svankuilenburg,@JoeBiden @BarackObama Not https://t.co/B8Jc91PT3t
LawrencePascas2,"@JoeBiden @BarackObama Open schools when the pandemic started, but opening schools when the pandemic at it's peak?!… https://t.co/xITGr9cKAq"
covfefeLane,@JoeBiden @BarackObama https://t.co/EaO9zFLHfY
fitswimmer09,@JoeBiden @BarackObama I have missed decency and humanity so much in the last 4 years that seeing it literally makes me tear up.
covfefeLane,@JoeBiden @BarackObama https://t.co/zeIKRHWvy0
CieloBasso,@JoeBiden @BarackObama Arguing that all #schools should be open is arguing that you want many #teachers to get sick… https://t.co/eUNCKa9ppe
Snarkolicious,"@JoeBiden @BarackObama Ok, that did it. I'm, yet again, a blubbering mess. I miss competence and empathy. I miss se… https://t.co/1VDShhaL71"
Bob15798263,@JoeBiden @BarackObama You dragged Obama out of the wings because no one likes you on your own
clueless1deux,@JoeBiden @BarackObama Did you guys talk about teaching Tara Reade a thing or two down in that hallway of the Capitol Complex.?
jansansone,@JoeBiden @BarackObama It’s a good thing you let him do the talking
mickelsonjerome,@JoeBiden @BarackObama https://t.co/NnQvKHEh0f
mickelsonjerome,@JoeBiden @BarackObama https://t.co/A3yRhHyVhb
fakeconsultant,@JoeBiden @BarackObama https://t.co/3LBn3UJCwI
mothergooz,@JoeBiden @racouncil @BarackObama Then why are YOU politicizing it?
covfefeLane,@JoeBiden @BarackObama https://t.co/tbtMTmssnB
dan79765213,@JoeBiden @BarackObama Hear the one about 2 clowns 🤡 in a room?  One never voted while into the senate and the other is an out right racist.
covfefeLane,@JoeBiden @BarackObama https://t.co/7xIQPH8PGb
AbeHinterland,"@JoeBiden @WWoodUK @BarackObama poor guy can hardly even speak. biden needs to avoid debating trump at all costs, a… https://t.co/r57nvdcde6"
covfefeLane,@JoeBiden @BarackObama https://t.co/PG4e2XvmiA
ccollins43,@JoeBiden @BarackObama Assure everyone can vote.    Use the same infrastructure we use for IRS TAXES.   All citizen… https://t.co/WV8OR2VsoZ
dianab1965,"@JoeBiden @BarackObama Are you going to spend $65,000 on pizza and hotdogs for a private party at the White House i… https://t.co/GLfjME3BJi"
Lucas_Barbosa45,@JoeBiden @BarackObama @SaveVidBot
FarhanAries007,@JoeBiden @BarackObama BREAKING: US economic contraction of 32.9% is the worst on record
BeenIn57States,@JoeBiden @BarackObama Did somebody have to dial the number for you Dementia Joe? Did you lick the phone thinking i… https://t.co/HXV3BcKhrM
buckeybuc,@JoeBiden @BarackObama Why doesn’t anyone talk about this Americans life https://t.co/BKMTgvGa8K
JustWorking4,@JoeBiden @BarackObama Tara Reade is the face of the MeToo Movement and your good old boy network trashed it.  Shame on you
ZwevendeKieze13,"@JoeBiden @BarackObama I'll vote for @realDonaldTrump and not for @joeBiden, because I prefer disaster to catastrophe."
trumpet19209450,"@JoeBiden @BarackObama That was the most disgusting thing I have ever seen , shame on you Biden and Osama . #TRUMP2020"
chick_right,@JoeBiden @BarackObama JOE DIDNT WRITE THIS HE HAS DEMENTIA. Joe is married to Joe. https://t.co/iE6PlizXwa
buckeybuc,@JoeBiden @BarackObama https://t.co/GrciyVx907
IanPanchevre,@JoeBiden @BarackObama It’s a great video but I thought Joe was running for President? He can’t let #44 dominate th… https://t.co/JQBFOMF6ku
shelleycooper56,@JoeBiden @BarackObama I love these clips !! You guys are so human and straight up having conversations.   Thank you
RJBurke10,@JoeBiden @BarackObama Omg ! I miss compassionate leadership!
mcconnell_paul,@JoeBiden @BarackObama https://t.co/awaTNGijTw
Swift9013,@JoeBiden @BarackObama Stop living in the past and do a debate on the future.
LeDeplorables,@JoeBiden @BarackObama It’s crazy I can’t see the strings Obama is using to move that puppets mouth and arm.
wlmorgan,@JoeBiden @BarackObama This is great! Why didn't we see this coming? Can Trump be held accountable? #VoteJoeBidenToSaveAmerica
billg5050,"@JoeBiden @BarackObama Hello Beth, this is Sleepy Joe.   Of course we can have taxpayers pay you not to work. Just… https://t.co/Nzi3EBXrHi"
Cynthia45406522,@JoeBiden @BarackObama Great job
RobertaAmerson,"@JoeBiden @BarackObama Usually I shed tears for what this thing Trump is doing to America,the military program is a… https://t.co/NvhOwho7Zv"
bakhtiar_sam,@JoeBiden @BarackObama https://t.co/MtoLerLkVV
Ricardo68904449,@JoeBiden @BarackObama BARRY Obama was a common criminal.
kghadaway,@JoeBiden @BarackObama Whose running for President Biden or Obama???? Biden didn’t say a word! Whose going to do hi… https://t.co/FzrEDmLwl8
chillywilly1954,"@JoeBiden @BarackObama God bless you, Joe.  And God bless President Obama for showing us what a real President of the United States is."
Danrenewed,@JoeBiden @BarackObama But....Obama isn't running. That old white guy from the nursing home is. Obama will be stayi… https://t.co/qMVv4aF5J1
monica9691,"@JoeBiden @BarackObama open schools, no excuse!"
verlinab61,@JoeBiden @BarackObama Online schooling. No waiver in the world will bring them back and not all risks should be ac… https://t.co/1RC3rwODmd
katdoug6,@JoeBiden @BarackObama I'm not jealous.  Honestly!🤣 We need Joe!! 💙🌊💙
TheTruthChanne5,@JoeBiden @BarackObama And everyone said Trump was going to turn the Presidency into a Reality TV show. Barack Obam… https://t.co/QmD2S4pJds
goingsurfing12,@JoeBiden @BarackObama How can we expect you to run this country and deal with our adversaries when you won’t even… https://t.co/trrMvauHBb
jpuchir,@JoeBiden @BarackObama This actually comforted me and I haven’t felt comforted in a very long time.
kenneth14293566,@JoeBiden @BarackObama Joe Biden and you not going to do anything now ex-president Obama you are a joke my wife tel… https://t.co/tmARDj1fDz
SamSanderson123,@JoeBiden @BarackObama Cut Chris Dodd loose ... he's stepping on your message.   Most women support Kamala as your… https://t.co/Li6aXj5B2P
boxing_we,"@JoeBiden @BarackObama Trump has been a total disaster. His incompetence is the reason we have 150,000 people dead… https://t.co/CF7sjYVEZZ"
adamfra90421255,"@JoeBiden @BarackObama Joe, you don't have to do this."
Giovine5,@JoeBiden @BarackObama Nobody cares about you or your criminal friend !!! https://t.co/0tDEQduozQ
therealdanas,@JoeBiden @BarackObama https://t.co/q25nPwJ1sT
Theycalmebruce,"@JoeBiden @BarackObama Does anyone not see it? ""There were boundaries you did not politicize,"" @BarackObama. Really… https://t.co/LzPdCFrqQ9"
RichardVassar1,@JoeBiden @BarackObama Lucky educator to have a President  and Future President give you a call!
williamAntonet1,"@JoeBiden @BarackObama Am sorry, but I blame Democrats for all of trump’s actions, they don’t have the backbone to… https://t.co/79G5BZqQ7D"
kmng1069,@JoeBiden @BarackObama You’re disgusting you’re both disgusting humans. Joe Biden you’ve been in politics for over… https://t.co/gSWDGZWq0H
CLiPiCs,"@JoeBiden @BarackObama Not just the USA, the WORLD needs Joe"
SusanGiuliani8,@JoeBiden @BarackObama VP Kamala Harris🙏
Abubaka40049315,@JoeBiden @BarackObama @JoeBiden &amp; @BarackObama have really taken voters for granted. What’s funny is that you two… https://t.co/v03Tvovl05
NAdiffrence,@JoeBiden @BarackObama I’m confused. Is Obama running again? Or is it impossible for Biden do anything himself.
SisterSoulstice,@JoeBiden @BarackObama 6 years ago i might have teared up now watching this fills me with rage fu you 2 traitors
PetersburgRenee,@JoeBiden @BarackObama I am proud mother of a teacher.  He saw first hand damage caused by remote learning.  Our ch… https://t.co/dwR9zpw5rW
TheDrkalki,@JoeBiden @BarackObama Jai Ho
DaveMoose2,@JoeBiden @BarackObama Neither of them answered the question! Hahahaha! What a couple of turds!
Johnant69994089,@JoeBiden @BarackObama More importantly who’s his VP? https://t.co/3t9UPvcdyR
AineLAFDwifey,"@JoeBiden @BarackObama I’m a teacher, we need someone in the White House who cares about education. @BetsyDeVosED h… https://t.co/V8X7KRt5FA"
mdeb61,"@JoeBiden @BarackObama This teacher says ""thank you"" to both of you!"
clouden_patrick,@JoeBiden @BarackObama https://t.co/A52sztCaFn
MurchDave,@JoeBiden @BarackObama Every time I watch a Biden add like this it makes me smile and with Obama in it makes it eve… https://t.co/OSGdnuc9VP
JASONMCNAB,@JoeBiden @BarackObama Oh look a Union democRAT propagandist that pushes Marxist Howard Zinn bullshit.
Virgini51435898,@JoeBiden @BarackObama WHAT A CLASS ACT OF A PAST PRESIDENT AND VICE PRESIDENT OF 8 YEARS WHO GENERALLY CARE DEEPLY… https://t.co/bjUlnOJTFS
liberalshateus,"@JoeBiden @BarackObama Hey @Twitter, why is it that every time I open this app, the very first tweet I see is sleep… https://t.co/dBtvfbtExh"
ezemcgee,@JoeBiden @BarackObama You are Republican Lite. We are sick of this old fashioned government. Get out.
pfflyers12,@JoeBiden @BarackObama Omg
BilboT33baGins,@JoeBiden @BarackObama https://t.co/3VNUersalE
duchess_IrwinLk,@JoeBiden @BarackObama Only teachers are not going back because of the unions list of demands unrelated to safety o… https://t.co/VSUYzoHqao
curious2see2day,"@JoeBiden @BarackObama What is your plan for dealing with the children being murdered in the streets, the neighborh… https://t.co/KvyGYjQvi5"
circa76slf,@JoeBiden @BarackObama Have Obama stop doing all the talking. We are here to see Bidens leadership
MichiganTaxes,@JoeBiden @BarackObama You're nothing without @BarackObama.  Don't forget it  Without being a lickspittle lackey to… https://t.co/g8nppGhypM
EbBahram,"@JoeBiden @BarackObama Curse this holy ignorance, deceiving people is a part of your holy ignorance."
gmouw_,@JoeBiden @BarackObama Really riding those coat tails pretty hard @JoeBiden
caudill2888,"@JoeBiden @BarackObama Lol, Joe you've been I. Washington since the mid 70's &amp; tell me one thing you have done in 4… https://t.co/xEiGpWzHfr"
bj_mckay_bear,@JoeBiden @BarackObama And the father of a crack head.
A_RoomWithAView,@JoeBiden @BarackObama Eliminate student debt.   Medicare for all.   GND.  Stop pretending you care. You do NOT.
Bill_nova2,"@JoeBiden @BarackObama When you are a weak candidate with a lack of support and accomplishments, lean on previous p… https://t.co/0PH0JqJDbF"
johnnybui2020,@JoeBiden @BarackObama Working 9 months out of the year isn’t hard. The only thing easier is working the 3 months a… https://t.co/ZREySTLq2c
stephen_of_borg,@JoeBiden @BarackObama https://t.co/zxgexS5r4P
JamesCl26743377,@JoeBiden @BarackObama This is a total staged call what a scam! These 2 guy’s are crooks from the word go!
MichaelYacko5,@JoeBiden @BarackObama Obama The Most Corrupt Non President Ever
HarifHerbie,"@JoeBiden @BarackObama Just wondering how many grocery store workers have you called who keep food on shelves,truck… https://t.co/VVQyhYEfgM"
Mindbridge,"@JoeBiden @BarackObama Nice, guys."
kim20drain,@JoeBiden @BarackObama Confused as to why Biden has to have Obama doing his  campaigning and talking to voters. Wha… https://t.co/8fMFjEMsrW
MADEINU34619194,"@JoeBiden @BarackObama Meanwhile, Biden be like... https://t.co/nwLdtqTAW2"
loladeantonia26,@JoeBiden @BarackObama Obama led the most corrupt admin in the history of America! He weaponized our intel agencies… https://t.co/2eJJSOifbB
RobertS64534727,@JoeBiden @BarackObama Teachers Union much?? #dementiajoe #obamagate
LavineKAG,"@JoeBiden @BarackObama Ugh. The cheesiest, poorest quality, fake AF ad I’ve ever seen. And the conference phone mag… https://t.co/2Vhq5rf3X1"
gregchapman23,"@JoeBiden @BarackObama Joe Biden,”I’m the proud husband of ugh ugh you know the thing.”"
plainsimpletrth,@JoeBiden @BarackObama Where in the world is Perez? He is the biggest loser the Dems have ever had! Name one single… https://t.co/fsZFWYl2Eh
vonpilk,@JoeBiden @BarackObama Go get em Joe. At 71 years old I have never seen such lack of leadership in this country. Yo… https://t.co/ROCpZZLdK0
JohnDoe52680131,@JoeBiden @BarackObama Staged.
MicahInLex,@JoeBiden @BarackObama Oh my goodness!! A war criminal and the guy responsible for unfathomable amounts of unjust b… https://t.co/uAaaufoOXr
fl_trump2020,@JoeBiden @BarackObama Meanwhile back in Ukraine and those criminal indictments...
Max11089,@JoeBiden @BarackObama The black community is overly represented in covid deaths.   The democrats and big tech are… https://t.co/9BdXVBJGrp
mrTTTT2U,@JoeBiden @BarackObama https://t.co/r4Xbf5Czax
JohnDoe52680131,"@JoeBiden @BarackObama Going after the teacher vote now with the patronizing, grandfather vibe. After least you can… https://t.co/uGrSgUs9lS"
kickass_sushi,@JoeBiden @BarackObama https://t.co/in7AF4ZQ21
twt2023,@JoeBiden @BarackObama These two idiots are the most corrupt people in politics.  Together for 8 years they did not… https://t.co/QYo1CoJNjZ
Linda_Ruth1,"@JoeBiden @BarackObama This is awesome, but my question to you is such: both of you saw this entire russian thing h… https://t.co/7gvzTfQydf"
OriginalChele,@JoeBiden @BarackObama That's how leaders do it
lizag63200698,@JoeBiden @BarackObama Of course teachers don’t want to go back to work they get paid for sitting home
hopingamerica,@JoeBiden @BarackObama Joe Biden says: “I think we should teach the Islamic religion in our schools.” Take God out… https://t.co/UcXoOQoIax
Jenoir4,@JoeBiden @BarackObama They know how to listen.
baby_no13,"@JoeBiden @BarackObama Damn I miss having an intelligent, compassionate President"
jackson87874824,"@JoeBiden @BarackObama THESE GUYS ARE SO PHONY. ONE IS BEING INVESTIGATED IN THE UKRAINE, AND THE OTHER IN THE US.… https://t.co/NPSOtyWSTr"
BellBudd,@JoeBiden @BarackObama Joe nodding off while Obummer panders to “teachers” 🙄 Pathetic 🙄🙄
JoeSher19633640,"@JoeBiden @BarackObama Educators (Actual teachers were driven out years ago, hence 27th in the world in math, scien… https://t.co/iSSmKvDXjl"
Mamaof212154947,@JoeBiden @BarackObama https://t.co/dtuRYbNRy3
KathyKraeuter,"@JoeBiden @BarackObama Hey, you're also a proud father and grandfather, right? #WheresHunter ? https://t.co/BqUR6bxRwF"
Indyman10,@JoeBiden @BarackObama OH please please let Trump leave the White House.
nlanese128,@JoeBiden @BarackObama Bozo will NOT help you win Dementia!
Sunny86364844,"@JoeBiden @BarackObama Joe, I've heard of a few instances of PPE confiscation by the Fed. govt. like the one below… https://t.co/zyg6Ml5Q68"
karensu56983311,@JoeBiden @BarackObama You can’t call her on your own?
ckcflorida1,@JoeBiden @BarackObama https://t.co/Q3YRQOr219
JenniferEdward,@JoeBiden @BarackObama Can we push Election Day up to now?? I can’t waif to get @JoeBiden in the Oval Office. We ha… https://t.co/NJUidKXx0t
GrahamKincaid1,"@JoeBiden @BarackObama Sorry. I'm voting third party, bro."
csummer94634016,@JoeBiden @BarackObama . I would definitely have let it go to voicemail... 😐 .
SeenThisB4,@JoeBiden @BarackObama The FACTS are more children have died from automobile accidents than have died from COVID-19… https://t.co/LmXEtEa7VI
Scclod1,@JoeBiden @BarackObama Staged and fake
RadicalBernie,"@JoeBiden @BarackObama I can't believe people still fall for this kind of shit!  POLITICIANS ARE ACTORS, YOU MORONS… https://t.co/aiVIfFlAEY"
osrs_014,"@JoeBiden @BarackObama Biden can’t even speak for himself, all these Barack and I videos, where it’s only Obama tal… https://t.co/MeoAZPSZvN"
danielM74002318,@JoeBiden @BarackObama 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
Winners786,"@JoeBiden @BarackObama So proud of my next amazing president  Love to see a good leader who give respect to woman , thank you Joe"
rmonkeyhouseya1,@JoeBiden @BarackObama Kids will be okay if they do the home schooling thing as long as they need. Kids are flexibl… https://t.co/XyEsZVbyVJ
Reed0012,@JoeBiden @BarackObama Joe I'm begging you let me out yo basement
zembrewer,@JoeBiden @BarackObama The young people of today will not tolerate the bullshit my generation did. Numbered are the… https://t.co/UfJmSrdgux
davidosull,"@JoeBiden @BarackObama Consistancy is @realDonaldTrump best never trait. Apologies for a negative comment, but let’… https://t.co/qjhswnT8J8"
ericgaub,@JoeBiden @BarackObama https://t.co/wefQiv3ZQE
PennPopPop,@JoeBiden @BarackObama #racistsleepyjoe
Hierophant33,@JoeBiden @BarackObama https://t.co/xTkydUirMs
royalmusing,@JoeBiden @BarackObama Thank. You.   #Biden2020
FrankOr35980524,@JoeBiden @BarackObama We should not politicize public healthDems and bothof you have been blaming Trump for thisvi… https://t.co/U1h0hDNJ5P
kushal232323,@JoeBiden @angie_keathly @BarackObama I will be voting for Joe Biden. https://t.co/rl6CdEiKIO
billynomates___,@JoeBiden @BarackObama Obama and Biden never politicize public health https://t.co/XZAZu81DAg
JimmyMadson,@JoeBiden @BarackObama https://t.co/A5LvvoqC3V
gary_oldskool,@JoeBiden @BarackObama https://t.co/G6xH40yOmn
DCccIrish,@JoeBiden @BarackObama Probably not a good call.  Did your wife supply some of her students? https://t.co/PuWBp1qtvI
mosswood_pixie,@JoeBiden @BarackObama This brought me a smile. I cannot wait our country is back in capable hands.   #RidinWithBiden
Doughnutt69,"@JoeBiden @BarackObama It is Thursday July 30th, 2020 and the Pedophile Joseph Robinette Biden should be charged wi… https://t.co/5VnFIVZwcZ"
Ravikumarsoni_9,@JoeBiden @BarackObama Usa is a verry lucky they have new great candidate @JoeBiden   God bless you joe biden god b… https://t.co/nlq06qdKRS
jayejaye56,@JoeBiden @BarackObama Obama already had his 8 years a fame quit trying to ride his coattails
BidenReps,@JoeBiden @TeamJoe @BarackObama Joe Biden has the heart and compassion to be President. That’s why we’re #BidenRepublicans.
ElieJea86509691,@JoeBiden @BarackObama This is a future president who cares about common economic problems of American people.
EduHard11,"@JoeBiden @BarackObama This is missing from the USA, a president with humanity."
kallywilli,"@JoeBiden @BarackObama Dr. Jonathan Reiner, cardiologist:   ""The president [@realDonaldTrump] has no strategy … the… https://t.co/k7DYwRY4p5"
J03394963,@JoeBiden @BarackObama ok. tears welling up in my eyes. i miss President Obama so much. His voice is my emotional anchor right now. ❤️
RyanWHeath,@JoeBiden @BarackObama Biden and Obama make me cry every time they speak. We need them desperately.
ambereyes69,"@JoeBiden @BarackObama Bs, if that's the case why is the house going on recess without passing a stimulas package t… https://t.co/RGhyMLXS2i"
ReelSportsTalk1,@JoeBiden @BarackObama https://t.co/sLyjJ0yHG0
KabojaBeatus,@JoeBiden @BarackObama So that are busy politicising 8 grades  kids instead of teaching them about their future car… https://t.co/sBUOCRbJiJ
LynneLupton,@JoeBiden @BarackObama Luck lady.
Eamon0303,@JoeBiden @BarackObama As a Brit I know the world is ready for your safe hands at the helm 🇬🇧🇺🇸
rory_rdupre,@JoeBiden @BarackObama How about you stand on your own 2 feet. You’re still riding Obama’s coat tail!! Pathetic!! B… https://t.co/yimjcfjSmX
IbanMarshal,@JoeBiden @BarackObama The Democrats have been politicizing school safety since they latched on to the gun control… https://t.co/tiwOMcoBTd
egginyourface,@JoeBiden @BarackObama https://t.co/vZ85b9wMId
joeblowjuan,@JoeBiden @BarackObama @JoeBiden the radical left always making false promises and never delivers and has 50+ years to back that up
NialFran,@JoeBiden @BarackObama Awesome!
CGCC_Balt,@JoeBiden @BarackObama #Biden2020 https://t.co/zV6k5NyczL
TacoSlayer86,"@JoeBiden @BarackObama If walmart workers can consistently see new customers everyday, this Melissa Mcarthy lookin… https://t.co/4ZtAbHuurc"
MUNTARI___,@JoeBiden @BarackObama Lovely from two great Individuals
LDHFab40,@JoeBiden @BarackObama Can you ask him to him me a call too? Just a tad bit depressed in Detroit... need a little p… https://t.co/WQkHNFQ6E3
italy_exit,@JoeBiden @BarackObama https://t.co/w9FM0sCRTV
Tim51498058,@JoeBiden @BarackObama People would not be so confused and upset if:  1. Politicians had the moral fiber to resist… https://t.co/FmmXJ8oqLE
KennethYoun,@JoeBiden @BarackObama You need the media asking the president what’s his federal plan to stop the TRUMP VIRUS ? He will go off the rails 😂.
egginyourface,@JoeBiden @BarackObama https://t.co/skYXqB5iEd
italy_exit,@JoeBiden @BarackObama https://t.co/uiDARbocAn
manzella_john,"@JoeBiden @BarackObama Totally Planed! Scippted, Acting. PATHETIC!"
Michael94514323,"@JoeBiden @BarackObama Teachers &amp; Preachers,Important to Us All!Well done You 2 calling Beth,a True showing of Grac… https://t.co/VvwuEQ3GAf"
RachelMaga_,@JoeBiden @BarackObama A call??? You are in politics for 40 years you did nothing for teachers or anybody else!!… https://t.co/izaUXg7NgP
imgoodemike,@JoeBiden @BarackObama https://t.co/Ay7fGew5Wj
ynesCr16,"@JoeBiden @BarackObama I AGREE WITH BARACK... ""IF YOU DO YOUR JOB!"" Open all schools and do your job. https://t.co/EfemjOxtYX"
sitdowninfront,@JoeBiden @BarackObama “I think probably kindness is my number one attribute in a human being. I’ll put it before a… https://t.co/03qFHWxSGg
BlackHo91079615,"@JoeBiden @BarackObama On July 30, I quickly browsed Biden’s lengthy plan. 95% of them were talking about his thoug… https://t.co/P2wyniMIrb"
PatriotWarriorX,@JoeBiden @BarackObama Sleepy Joe Is At It Again!
AshamLaban,@JoeBiden @BarackObama ##dv2020winners #dv2020  We will be voting for @JoeBiden.  Who’s with us??
BidenforGitmo,@JoeBiden @BarackObama Joe please go hide
JohnZander17,@JoeBiden @BarackObama Where’s Hunter???
MattarocciSue,"@JoeBiden @BarackObama Gentlemen:   As a former high school teacher, I applaud your efforts to give guidance and co… https://t.co/8Uz0JVHNPK"
JSupernova00,"@JoeBiden @BarackObama Hearing that, just brings to the fore front how bad things are right now. Health care and sc… https://t.co/btr7gEmMWY"
JohnZander17,@JoeBiden @BarackObama https://t.co/GtqOnUdNGW
MustafaSbiai,"@JoeBiden @BarackObama @BarackObama  no body is proud of you both , both are criminal, you pushed Russia and Iran t… https://t.co/PjTDRKhcGu"
kallywilli,"@JoeBiden @BarackObama This is what true leaders do! This is what is expected of a POTUS -- the common touch, being… https://t.co/KfqLHWGLEY"
egginyourface,@JoeBiden @BarackObama https://t.co/zNH4tXheLc
Raybo34,@JoeBiden @BarackObama https://t.co/yVBpYjGVUS
BennyFrTheBlock,@JoeBiden @BarackObama I miss having a literate and thoughtful president.
LJ4_All,@JoeBiden @BarackObama Are you going to make your brother the Secretary of Education?  He also loves to take public… https://t.co/sTnsSAYfjG
egginyourface,@JoeBiden @BarackObama https://t.co/jATbfhBKBo
Satchmo72652222,"@JoeBiden @BarackObama Using this logic, Hunter could argue that he should be VP"
OmarAlihashi,@JoeBiden @BarackObama Trump deserves praise for destroying the GOP 20 years ahead of schedule.
BlesesNicolas,@JoeBiden @BarackObama “We also don’t have an idea what we are doing but we are very proud of you Beth”
livesay_david,@JoeBiden @BarackObama Where’s Hunter?
ChrisRattoGolf,@JoeBiden @BarackObama announce a vp already
EMuhctek,@JoeBiden @BarackObama You were too busy sniffing innocent children to see it coming.... https://t.co/DO8DZzQqS7
AshamLaban,@JoeBiden @BarackObama #dv2020winners  #dv2020  In God we trust Please help us https://t.co/AQKEPRPI2S
Marc_Montana,"@JoeBiden @BarackObama I think Trumps administration should create a fake dossier, have the FBI ok it as factual an… https://t.co/0RZtDrTWZ4"
2020Moxie,@JoeBiden @BarackObama https://t.co/AnPmIHO0HB
Stewartdglassfo,@JoeBiden @BarackObama https://t.co/iS60X6euhT
jmebrackney,"@JoeBiden @BarackObama Joe, Obama is literally your ‘Trump’ card. Just let that one sink in ..."
TerriWo51058773,@JoeBiden @BarackObama I can't wait! Vote blue!
redskinnedwolff,@JoeBiden @BarackObama https://t.co/S6zUofyMP1
Kellyk1969,@JoeBiden @BarackObama 💙🇺🇸💙 https://t.co/EhoK0ZUDJQ
kevinjo92298384,"@JoeBiden @BarackObama 47 year loser Joe, running the country?"
vke2020,"@JoeBiden @BarackObama He was a teacher too, #JusticeForBernellTrammell"
nocturnalemiss3,@JoeBiden @BarackObama You called white Karen.  How “progressive” 😂
sbbmuud,"@JoeBiden @BarackObama I’m a teacher, too, and I totally agree with Beth! 👍"
TeresaMarieEspo,@JoeBiden @BarackObama 💙💙💙😭😭😭
AngelaO57852376,@JoeBiden @BarackObama Sure you did. Where's Hunter? https://t.co/BTIIugfQIr
denverkdenver,@JoeBiden @BarackObama https://t.co/MO8CzKKssU
MediaBreakdown_,@JoeBiden @BarackObama Obama - you didn't politicize public health Continues to politicize public health.
Insanityprevai1,@JoeBiden @BarackObama Obamagate is not going away.
budsailing1,@JoeBiden @BarackObama Go @DrBiden and @JoeBiden
IiiTraveller,@JoeBiden @BarackObama Where are you? #TeamJoe  #BasementJoe https://t.co/TTWG1hJjmy
LloydB69gamer,@JoeBiden @BarackObama Don’t act like you give a shit 😂
James48119460,@JoeBiden @BarackObama https://t.co/ry23oawX5f
LKatoIndivisibe,@JoeBiden @BarackObama I love these little videos.  Real leaders care about other people
Michael45468030,@JoeBiden @BarackObama It's time to invest in a real  president joe. Now it time get cheat lie fake president  like  Trump out
WilliamDChappel,@JoeBiden @BarackObama This is the sign of a true PRESIDENT OF THE UNITED STATES!!! VOTE FOR JOE BIDEN 2020! https://t.co/b1W5U03v6s
JenTrump201,"@JoeBiden @BarackObama Dude, you're more confused than Michelle Obama's gynecologist. Time to go back to your basement. #DementiaJoe"
WarriorGoddes14,@JoeBiden @BarackObama You both need to be in prison you (un) masks are slipping.
letskickcarbon,@JoeBiden @BarackObama @JoeBiden is going to a Ukrainian prison camp #bidenukrainiancorruption
Mendez33652,"@JoeBiden @BarackObama Joe """"Cringy Cring"" Biden https://t.co/pmGLBZKiXS"
GodProtectTrump,@JoeBiden @BarackObama https://t.co/cOgXtsDxgJ
fusion_allusion,@JoeBiden @BarackObama Biden has shown us that there's a super thin line between aging and deteriorating.
Charles52223394,@JoeBiden @BarackObama If health matters were not political in the past   Why are @TheDemocrats doing it much now?… https://t.co/NixQ1uwJJ6
ThomasD31196765,@JoeBiden @LisaTrembley1 @BarackObama So sweet of you @JoeBiden
Shane72576280,"@JoeBiden @BarackObama We need a President who’s not proud of his phone call, we need one who is proud of his count… https://t.co/XKrSQOOpVM"
amon_maxwell,@JoeBiden @BarackObama Two of the biggest crooks and liers.
mervynpillay,@JoeBiden @BarackObama #LyingDogFacedPonySoldier 😂🤣
MrQ56156943,"@JoeBiden @BarackObama Yo Biden, did ur compaingan offices receive parcel contains seeds from oversea?"
DSmiddle,@JoeBiden @BarackObama 🙌🏽🙌🏽👊🏽💯🎯👍🏽🧡❤🙌🏽
Bebesgirls4,@JoeBiden @BarackObama Thanks Joe. We know you care about us. All of us.
real_siren_head,@JoeBiden @BarackObama Jill Biden was a public school teacher for two years in the 70s.
Rickwithtrump2,@JoeBiden @BarackObama Bla bla bla.
melissamcglynn,@JoeBiden @BarackObama ❤️❤️❤️
Marc_Montana,"@JoeBiden @BarackObama You don't politicize public health, then forces America to pay for ACA!!!!"
RalphusWoof,"@JoeBiden @BarackObama Posing BS as usual. Obama/Biden's presidency of posture and vanity. Feel good, do nothing ph… https://t.co/vdDfNIq9Oq"
ArturoEdvardsen,@JoeBiden @BarackObama Now “Mumbles” is pandering to Teachers.
CJMbolo,"@JoeBiden @BarackObama We all know Joe has handlers. I just didn’t know it was Barack Obama. He’s retired Joe, quit… https://t.co/dJHQatECGO"
DocJaniceL,@JoeBiden @BarackObama So sweet.
Balance2Extreme,"@JoeBiden @BarackObama Awwwww thats nice,my heart melts 🤗🤗,I hope she get the help she needed   yesss! Very importa… https://t.co/8c9QPA9USF"
WestPoint06mom,@JoeBiden @BarackObama THE REAL JOE BIDEN: https://t.co/iziDKdnj7P
BjornIsMagnus,@JoeBiden @BarackObama At least Biden isn't completely indifferent to the plight of ordinary people...
osamabinbiden1,@JoeBiden @BarackObama Get the f back to work like everyone else. Teachers trying to cash a check and work via zoom. Gtfo
Kawinkiedink,@JoeBiden @BarackObama Weird all her students only like Biden and Obama? As if that was the only choice their taught to choose?
CatherineAMcLe1,@JoeBiden @BarackObama Go kids!
mommee45kidz,@JoeBiden @BarackObama Old man joe always has to have someone lead him around and tell him what to do.
JohnCro05425706,@JoeBiden I just don't get it Joe. Every time you open your mouth you get it wrong.
kryptoboy68,@JoeBiden I heard Joe was just found riding his lawn mower on the freeway.
davehsbrk,@JoeBiden https://t.co/tv3Pw7C5kh
shar_abbott,"@JoeBiden Mr Biden, I am worried that if you don’t dare interview with Chris Wallace, how will you deal with China,… https://t.co/B6Oy1Qr7U5"
morgansinkc,@JoeBiden The only thing that will do that is a Marxist President.
Blam_Face,@JoeBiden Leadership isn't something you bring to the table. You are the real disgrace.
