title,dept,salary,race,gender,hire_date
ADMINISTRATIVE SPECIALIST,Public Works & Engineering-PWE,43888.0,White,Female,2015-08-31
POLICE OFFICER,Houston Police Department-HPD,45279.0,White,Male,2013-10-14
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,White,Male,2015-04-27
SENIOR POLICE OFFICER,Houston Police Department-HPD,,White,Male,1976-11-22
REAL ESTATE MANAGER,Public Works & Engineering-PWE,97626.0,White,Male,1994-12-08
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,White,Male,2015-10-12
FIELD SUPERVISOR,Parks & Recreation,36920.0,White,Male,1998-04-01
ADMINISTRATIVE ASSISTANT,Houston Police Department-HPD,41704.0,Black,Female,1992-03-26
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,1993-01-04
ADMINISTRATIVE SPECIALIST,Public Works & Engineering-PWE,57842.0,White,Female,1982-01-04
AIRPORT SUPERVISOR,Houston Airport System (HAS),45698.0,Black,Male,2004-09-08
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Black,Male,2004-03-15
POLICE OFFICER,Houston Police Department-HPD,45279.0,White,Female,2013-06-10
ENGINEER,Public Works & Engineering-PWE,71680.0,Black,Female,2008-10-06
ACCOUNTANT ASSOCIATE,Public Works & Engineering-PWE,35027.0,White,Female,1990-01-16
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,1985-10-14
IRM MANAGER,Public Works & Engineering-PWE,124861.0,Asian,Male,1999-12-20
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,1982-12-27
CUSTOMER SERVICE REPRESENTATIVE II,Houston Fire Department (HFD),36400.0,Black,Female,2013-06-22
TECHNICAL HARDWARE ANALYST II,Public Works & Engineering-PWE,49587.0,Black,Male,2005-06-13
SENIOR CUSTOMER SERVICE CLERK,Health & Human Services,33654.0,Hispanic,Male,2015-11-30
JAIL ATTENDANT,Houston Police Department-HPD,35318.0,Hispanic,Female,2015-01-26
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,1998-08-31
SENIOR UTILITY MECHANIC,Public Works & Engineering-PWE,38688.0,Black,Male,2006-08-28
SENIOR REAL ESTATE ANALYST,Public Works & Engineering-PWE,76085.0,White,Female,2015-04-13
UTILITY WORKER,Public Works & Engineering-PWE,32864.0,Hispanic,Male,2008-09-02
POLICE SERGEANT,Houston Police Department-HPD,,White,Male,1981-06-15
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1997-08-25
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,2004-01-05
POLICE OFFICER,Houston Police Department-HPD,60347.0,White,Male,2006-01-23
COMMUNICATIONS SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,Black,Female,1993-10-11
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Hispanic,Male,2015-03-16
POLICE OFFICER,Houston Police Department-HPD,60347.0,White,Female,2006-01-23
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,White,Male,1980-12-08
ADMINISTRATIVE ASSOCIATE,Houston Police Department-HPD,30618.0,Black,Male,2016-01-04
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Black,Male,1990-04-02
CUSTOMER SERVICE CASHIER,Public Works & Engineering-PWE,30493.0,Hispanic,Female,2015-07-20
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,Hispanic,Male,2012-04-16
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Asian,Male,1991-08-05
PUBLIC WORKS MAINTENANCE MANAGER,Public Works & Engineering-PWE,92028.0,Black,Female,2013-06-24
TECHNICAL HARDWARE ANALYST I,Public Works & Engineering-PWE,44429.0,Black,Male,1996-09-05
SUPERINTENDENT,Parks & Recreation,72280.0,Hispanic,Male,1994-03-21
UTILITY WORKER,Public Works & Engineering-PWE,40227.0,Black,Male,1993-03-24
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1983-02-07
PLANT OPERATOR,Public Works & Engineering-PWE,39478.0,White,Male,2005-02-07
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Black,Male,2004-03-22
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,Asian,Male,2015-10-12
FINANCIAL ANALYST IV,Public Works & Engineering-PWE,80433.0,Asian,Female,2005-01-25
SENIOR POLICE TELECOMMUNICATOR,Houston Police Department-HPD,52333.0,Black,Female,1990-03-22
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1995-01-30
SURVEILLANCE INVESTIGATOR EPIDEMIOLOGY,Health & Human Services,41870.0,Black,Male,2013-06-24
ENGINEER OPERATOR,Houston Fire Department (HFD),,White,Male,1986-03-03
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,2004-11-08
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1993-06-21
SENIOR HUMAN RESOURCES SPECIALIST,Houston Police Department-HPD,55378.0,Asian,Female,1986-01-02
EQUIPMENT WORKER,Public Works & Engineering-PWE,30347.0,Black,Female,2016-02-29
LABORER,Houston Airport System (HAS),26125.0,Black,Female,2007-01-16
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,2008-06-30
STAFF ANALYST,Public Works & Engineering-PWE,62400.0,White,Female,2012-07-09
POLICE SERGEANT,Houston Police Department-HPD,77076.0,Hispanic,Male,2001-06-04
SENIOR COMMUNITY LIAISON,Houston Police Department-HPD,65416.0,White,Male,2007-11-05
POLICE SERGEANT,Houston Police Department-HPD,,White,Male,1979-04-23
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,White,Male,2008-06-16
SENIOR POLICE OFFICER,Houston Police Department-HPD,,Black,Female,1986-03-13
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Hispanic,Male,2003-09-02
UTILITY WORKER,Public Works & Engineering-PWE,31450.0,Black,Male,2014-10-20
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Female,2008-10-06
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,2014-03-29
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Hispanic,Male,2004-03-15
DEPUTY DIRECTOR-PUBLIC WORKS (EXECUTIVE,Public Works & Engineering-PWE,178331.0,White,Female,1991-02-12
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,1990-04-02
IRM MANAGER,Public Works & Engineering-PWE,104389.0,Black,Male,2003-03-24
FIRE FIGHTER,Houston Fire Department (HFD),57815.0,Hispanic,Male,2001-10-30
MANAGEMENT ANALYST IV,Houston Airport System (HAS),74420.0,White,Male,2001-10-08
ADMINISTRATIVE AIDE,Houston Police Department-HPD,26229.0,Black,Female,2015-09-22
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,Hispanic,Male,2007-12-03
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,White,Male,2009-04-20
ADMINISTRATION MANAGER,Health & Human Services,90305.0,Black,Male,2006-07-24
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2009-03-09
SYSTEMS SUPPORT ANALYST II,Health & Human Services,54509.0,Black,Female,2013-04-01
POLICE SERGEANT,Houston Police Department-HPD,77076.0,Hispanic,Female,2001-06-04
COMMUNICATIONS CAPTAIN,Houston Fire Department (HFD),66523.0,Black,Male,2003-04-21
SEMI-SKILLED LABORER,Public Works & Engineering-PWE,27352.0,Black,Male,2016-04-11
REAL ESTATE ANALYST,Public Works & Engineering-PWE,53173.0,Black,Female,2015-10-05
CAPTAIN,Houston Fire Department (HFD),,White,Male,1977-12-19
INSPECTOR,Houston Airport System (HAS),54080.0,White,Male,2013-01-28
POLICE SERGEANT,Houston Police Department-HPD,,White,Female,1975-06-09
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,2001-10-30
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,,Male,2016-03-14
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1992-06-22
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,2003-03-24
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Female,1982-08-09
INSPECTOR,Public Works & Engineering-PWE,54683.0,Hispanic,Male,2003-06-09
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1991-08-05
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Black,Female,2001-12-03
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,1986-02-24
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Hispanic,Male,1993-10-11
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,White,Female,2015-10-12
WATER SERVICE INSPECTOR II,Public Works & Engineering-PWE,38251.0,Black,Male,2008-02-09
CUSTOMER SERVICE REPRESENTATIVE II,Public Works & Engineering-PWE,36837.0,Black,Female,2001-01-08
CUSTOMER SERVICE CLERK,Health & Human Services,30410.0,Hispanic,Female,2015-03-30
INSPECTOR,Public Works & Engineering-PWE,51584.0,White,Male,2013-04-15
INSPECTOR,Public Works & Engineering-PWE,57450.0,White,Male,2001-08-28
TECHNICAL HARDWARE ANALYST III,Public Works & Engineering-PWE,57200.0,Asian,Male,2008-03-31
ELECTRICIAN,Public Works & Engineering-PWE,44096.0,Hispanic,Female,2012-12-10
POLICE OFFICER,Houston Police Department-HPD,60347.0,White,Male,2003-06-09
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,1982-11-15
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2009-01-20
INSPECTOR,Public Works & Engineering-PWE,51085.0,Black,Male,2013-03-04
SENIOR AIRPORT COMMUNICATIONS OPERATOR,Houston Airport System (HAS),36587.0,Black,Female,2008-04-21
SENIOR POLICE OFFICER,Houston Police Department-HPD,,Hispanic,Male,1984-02-20
EQUIPMENT WORKER,Public Works & Engineering-PWE,33613.0,Black,Female,1998-11-30
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1990-01-22
POLICE SERGEANT,Houston Police Department-HPD,77076.0,White,Male,2000-02-21
SENIOR POLICE OFFICER,Houston Police Department-HPD,,Hispanic,Female,1979-09-10
UTILITY WORKER,Public Works & Engineering-PWE,32635.0,Asian,Male,1996-02-05
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,2008-12-01
FIELD SUPERVISOR,Public Works & Engineering-PWE,45989.0,Black,Male,1991-10-07
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,White,Male,1986-03-13
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1983-05-16
CAPTAIN,Houston Fire Department (HFD),,White,Male,1982-03-08
POLICE OFFICER,Houston Police Department-HPD,47650.0,White,Male,2012-06-25
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,Black,Male,2007-05-21
SENIOR INVENTORY MANAGEMENT CLERK,Public Works & Engineering-PWE,37357.0,Black,Female,1993-10-02
"SENIOR PUBLIC HEALTH DENTIST,DDS",Health & Human Services,,Native American,Female,2004-02-05
POLICE OFFICER,Houston Police Department-HPD,50621.0,Hispanic,Male,2011-03-21
EQUIPMENT WORKER,Public Works & Engineering-PWE,39021.0,Black,Male,1997-11-07
POLICE SERGEANT,Houston Police Department-HPD,77076.0,Black,Male,2000-11-06
UTILITY WORKER,Public Works & Engineering-PWE,40810.0,Asian,Male,1996-04-01
UTILITY WORKER,Public Works & Engineering-PWE,30160.0,Black,Male,1993-11-27
SECURITY OFFICER,Houston Airport System (HAS),29286.0,Black,Female,2014-04-07
AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),33176.0,Black,Male,2008-01-28
POLICE OFFICER,Houston Police Department-HPD,47650.0,Black,Male,2013-02-04
POLICE SERGEANT,Houston Police Department-HPD,,Black,Male,1982-02-08
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1984-05-29
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,1993-06-09
SENIOR BUYER,Houston Police Department-HPD,50190.0,Hispanic,Female,1991-04-01
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,White,Male,2015-06-22
SENIOR EVIDENCE TECHNICIAN,Houston Police Department-HPD,41059.0,Hispanic,Male,1997-04-30
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,Hispanic,Male,2016-03-28
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Black,Male,1979-04-23
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,36629.0,Black,Female,2009-09-14
POLICE OFFICER,Houston Police Department-HPD,50621.0,Hispanic,Male,2011-03-21
EQUIPMENT OPERATOR II,Houston Airport System (HAS),38730.0,Hispanic,Male,2005-02-22
SYSTEMS ACCOUNTANT III,Houston Airport System (HAS),89416.0,Black,Female,2007-06-18
ADMINISTRATIVE ASSISTANT,Houston Police Department-HPD,36920.0,Hispanic,Female,1992-04-20
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Black,Male,2015-03-16
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Male,2005-06-04
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,1996-07-29
INSPECTOR,Public Works & Engineering-PWE,60715.0,White,Male,2007-03-05
POLICE OFFICER,Houston Police Department-HPD,60347.0,White,Male,2006-01-23
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2006-05-22
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1997-05-27
SENIOR CONTRACT COMPLIANCE OFFICER,Houston Airport System (HAS),53518.0,Hispanic,Female,2008-04-28
SENIOR CAPTAIN,Houston Fire Department (HFD),74270.0,White,Male,2000-03-21
FIRE FIGHTER,Houston Fire Department (HFD),61921.0,Hispanic,Male,2010-06-14
SENIOR POLICE OFFICER,Houston Police Department-HPD,,White,Male,1984-05-29
SUPERVISING ENGINEER,Public Works & Engineering-PWE,98748.0,Asian,Male,1984-04-23
SYSTEMS ACCOUNTANT II,Houston Airport System (HAS),73635.0,Hispanic,Female,2000-11-21
FIRE FIGHTER,Houston Fire Department (HFD),45791.0,White,Male,2013-10-12
SENIOR DATA ENTRY OPERATOR,Public Works & Engineering-PWE,29453.0,Hispanic,Female,2007-10-22
POLICE OFFICER,Houston Police Department-HPD,50621.0,Asian,Female,2010-05-24
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,Hispanic,Male,2010-10-18
POLICE OFFICER,Houston Police Department-HPD,50621.0,White,Male,2011-03-21
INSPECTOR,Public Works & Engineering-PWE,53123.0,White,Male,2011-01-10
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,White,Male,2016-01-04
POLICE OFFICER,Houston Police Department-HPD,45279.0,White,Male,2013-10-14
PROJECT TECHNICIAN III,Public Works & Engineering-PWE,43867.0,Black,Female,2006-05-22
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,Black,Male,2015-10-12
EQUIPMENT WORKER,Public Works & Engineering-PWE,35318.0,Black,Male,1993-05-01
SEMI-SKILLED LABORER,Parks & Recreation,26125.0,Black,Male,2008-06-16
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,1996-06-17
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,1996-07-29
SECURITY OFFICER INVESTIGATOR,Public Works & Engineering-PWE,34382.0,Black,Male,2015-03-30
MAINTENANCE MECHANIC III,Houston Fire Department (HFD),37918.0,White,Male,1995-08-31
COMMUNICATIONS CAPTAIN,Houston Fire Department (HFD),66523.0,Black,Male,1999-11-15
MANAGEMENT ANALYST IV,Health & Human Services,70864.0,Asian,Male,2005-09-12
UTILITY WORKER,Public Works & Engineering-PWE,36754.0,Black,Female,1992-02-17
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,White,Male,2007-06-18
ASSISTANT PUBLIC WORKS OPERATIONS MANAGE,Public Works & Engineering-PWE,78728.0,White,Female,1981-01-05
STAFF EPIDEMIOLOGIST,Health & Human Services,60082.0,White,Male,2015-05-11
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,White,Male,2010-06-14
AIRPORT COMMUNICATIONS OPERATOR,Houston Airport System (HAS),33717.0,,Female,2016-02-01
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,1998-01-12
FINGERPRINT TECHNICIAN SUPERVISOR,Houston Police Department-HPD,55016.0,Black,Female,1985-12-02
POLICE LIEUTENANT,Houston Police Department-HPD,86534.0,Black,Male,2003-06-09
INSPECTOR,Public Works & Engineering-PWE,51563.0,Hispanic,Male,2016-05-23
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2009-03-09
RECREATION ASSISTANT,Parks & Recreation,,Black,Male,2014-12-01
MANAGING ENGINEER,Public Works & Engineering-PWE,113930.0,Asian,Male,2005-02-07
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,2012-06-25
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Hispanic,Male,1983-01-24
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,1992-04-27
ELECTRICAL SUPERVISOR,Public Works & Engineering-PWE,67038.0,Hispanic,Male,2006-09-18
EQUIPMENT WORKER,Public Works & Engineering-PWE,33613.0,Black,Female,2001-04-09
SEMI-SKILLED LABORER,Houston Airport System (HAS),28579.0,Hispanic,Female,2012-03-19
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Male,2000-11-06
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,White,Male,2007-01-02
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1972-11-13
FIRE FIGHTER,Houston Fire Department (HFD),,Black,Male,1982-11-15
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Asian,Male,1996-05-28
CAPTAIN,Houston Fire Department (HFD),,White,Male,1980-08-25
INVENTORY MANAGEMENT SUPERVISOR,Houston Fire Department (HFD),40165.0,White,Male,2013-08-31
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,Hispanic,Male,2007-01-02
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,1989-10-05
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,1982-02-08
POLICE OFFICER,Houston Police Department-HPD,47650.0,White,Male,2013-02-04
DATA ENTRY OPERATOR,Houston Police Department-HPD,27414.0,Black,Male,2000-04-17
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Hispanic,Male,2003-11-10
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Male,2006-01-23
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,1994-04-11
POLICE SERVICE OFFICER,Houston Police Department-HPD,31907.0,Hispanic,Male,2011-09-06
ADMINISTRATIVE ASSOCIATE,Houston Police Department-HPD,30618.0,Black,Female,2015-10-26
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,White,Male,2011-08-22
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,Black,Male,2015-10-26
CUSTOMER SERVICE REPRESENTATIVE II,Public Works & Engineering-PWE,33488.0,Hispanic,Female,2003-09-08
POLICE OFFICER,Houston Police Department-HPD,47650.0,White,Male,2011-05-23
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,White,Male,2015-10-26
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1985-01-07
TECHNICAL HARDWARE ANALYST II,Public Works & Engineering-PWE,50606.0,Hispanic,Male,2007-11-26
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,2012-04-16
INSPECTOR FIRE,Houston Fire Department (HFD),70181.0,White,Male,1986-03-03
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,2013-02-04
GRADUATE ENGINEER,Public Works & Engineering-PWE,54122.0,White,Female,2016-02-01
SENIOR POLICE OFFICER,Houston Police Department-HPD,,White,Female,1981-06-15
EMS EDUCATOR COORDINATOR,Houston Fire Department (HFD),71174.0,Black,Male,2005-11-21
CUSTOMER SERVICE REPRESENTATIVE II,Public Works & Engineering-PWE,33488.0,Black,Female,2006-10-30
MANAGEMENT ANALYST II,Public Works & Engineering-PWE,44575.0,Hispanic,Female,2008-11-03
AQUATIC CENTER SUPERVISOR,Parks & Recreation,,Black,Male,2016-05-21
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1981-09-21
POLICE OFFICER,Houston Police Department-HPD,60347.0,Black,Female,2005-07-11
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,2000-03-21
CRIMINAL INTELLIGENCE ANALYST,Houston Police Department-HPD,53186.0,Black,Female,2008-10-04
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,1998-06-29
CUSTOMER SERVICE REPRESENTATIVE II,Public Works & Engineering-PWE,38418.0,Black,Male,1992-10-12
POLICE OFFICER,Houston Police Department-HPD,47650.0,Asian,Male,2013-02-04
FIRE FIGHTER,Houston Fire Department (HFD),45791.0,Hispanic,Male,2013-10-12
CHEMIST III,Public Works & Engineering-PWE,58816.0,White,Male,1988-03-23
SEMI-SKILLED LABORER,Houston Airport System (HAS),33301.0,Black,Male,1984-02-06
SEMI-SKILLED LABORER,Parks & Recreation,26125.0,Hispanic,Male,2014-10-20
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Black,Male,2004-11-08
CUSTOMER SERVICE REPRESENTATIVE I,Public Works & Engineering-PWE,30347.0,Black,Female,2014-09-02
"BUREAU CHIEF,PUBLIC HEALTH",Health & Human Services,103270.0,Black,Female,1985-10-30
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1993-04-12
SANITARIAN II,Health & Human Services,47050.0,Asian,Male,1991-04-22
INVESTIGATOR,Houston Fire Department (HFD),70181.0,White,Male,1994-04-11
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,2003-09-15
CUSTODIAN,Parks & Recreation,26125.0,Hispanic,Male,1990-11-13
LABORER,Houston Airport System (HAS),26125.0,Asian,Female,2004-11-09
INFRASTRUCTURE ASSESSMENT TECHNICIAN I,Public Works & Engineering-PWE,27102.0,Black,Male,2009-04-20
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,2004-08-03
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,1992-10-19
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Female,2001-12-03
MAINTENANCE MECHANIC III,Houston Airport System (HAS),39125.0,Hispanic,Male,2016-04-25
MAINTENANCE MECHANIC III,Houston Airport System (HAS),39125.0,Black,Male,2010-11-15
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,Hispanic,Male,2012-09-04
ELECTRICIAN,Public Works & Engineering-PWE,43514.0,White,Male,2012-08-20
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,35485.0,Hispanic,Female,2012-11-26
SENIOR DISPATCHER,Parks & Recreation,29682.0,Black,Female,2008-09-03
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Female,2008-08-18
STAFF ANALYST,Houston Airport System (HAS),73065.0,Hispanic,Male,2002-03-05
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Female,1995-08-28
AIRPORT OPERATIONS SPECIALIST,Houston Airport System (HAS),49275.0,White,Male,2003-11-14
INSPECTOR,Public Works & Engineering-PWE,49691.0,White,Male,2010-12-13
ADMINISTRATIVE ASSISTANT,Public Works & Engineering-PWE,39208.0,Black,Female,1996-12-09
SECURITY OFFICER,Houston Airport System (HAS),29286.0,White,Male,1997-10-14
PARK MAINTENANCE AIDE,Parks & Recreation,,Hispanic,Male,2015-11-09
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,Black,Male,1968-11-25
POLICE OFFICER,Houston Police Department-HPD,52514.0,Black,Male,2010-03-29
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Black,Male,2003-11-10
DIVISION MANAGER,Parks & Recreation,85055.0,White,Male,1997-06-10
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Male,2000-02-21
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,2005-03-08
AIRPORT BUSINESS DEVELOPMENT COORDINATOR,Houston Airport System (HAS),96325.0,Black,Male,2012-06-11
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,35485.0,Black,Female,2015-04-13
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1991-05-13
MICROBIOLOGIST I,Health & Human Services,33821.0,White,Female,2015-07-13
ADMINISTRATIVE COORDINATOR,Public Works & Engineering-PWE,60248.0,Hispanic,Female,2001-01-16
EQUIPMENT WORKER,Public Works & Engineering-PWE,33987.0,Black,Male,2011-10-03
ADMINISTRATIVE ASSISTANT,Houston Fire Department (HFD),41995.0,Hispanic,Female,2014-05-24
WATER SERVICE INSPECTOR I,Public Works & Engineering-PWE,32240.0,Hispanic,Male,2016-05-23
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2006-05-22
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,2007-08-13
POLICE OFFICER,Houston Police Department-HPD,60347.0,White,Male,2006-12-04
SENIOR STAFF ANALYST (EXECUTIVE LEVEL),Parks & Recreation,83916.0,Hispanic,Female,1999-07-26
MAINTENANCE MECHANIC III,Houston Airport System (HAS),39125.0,Black,Female,2007-12-19
SENIOR PROCUREMENT SPECIALIST,Houston Airport System (HAS),77535.0,Asian,Male,1994-08-01
EXECUTIVE OFFICE ASSISTANT,Houston Fire Department (HFD),43014.0,White,Female,1995-06-22
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,1996-11-18
SENIOR UTILITY MECHANIC,Public Works & Engineering-PWE,36130.0,Hispanic,Male,2014-06-09
INSPECTOR,Houston Airport System (HAS),57782.0,Hispanic,Male,1989-06-22
POLICE OFFICER,Houston Police Department-HPD,55461.0,Asian,Male,2007-10-01
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,1994-04-11
CAPTAIN,Houston Fire Department (HFD),,White,Male,1982-11-15
ENGINEER,Public Works & Engineering-PWE,75224.0,White,Female,2009-01-26
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,2004-08-09
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,1990-11-13
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,1989-06-05
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2008-03-31
FIXED ASSET MANAGER,Public Works & Engineering-PWE,65000.0,Black,Male,1980-11-02
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,1997-11-03
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,2005-08-08
ADMINISTRATION MANAGER,Public Works & Engineering-PWE,74384.0,Black,Female,2006-10-24
DEPUTY CHIEF,Houston Fire Department (HFD),99480.0,White,Male,1981-04-06
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,White,Male,2012-04-16
SENIOR POLICE OFFICER,Houston Police Department-HPD,,White,Male,1974-04-01
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,1982-10-27
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1992-08-31
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Male,2005-07-11
SENIOR COUNSELOR,Health & Human Services,54857.0,Black,Male,2007-01-27
